nama_penulis,rating,teks_ulasan,waktu,likes,sentimen_label
Annisa Fatima,3.0,Pelayan nya kurang,3 years ago,0,Negatif
Danis Saputra,5.0,"barangnya bagus semua, sangat rekomended",a year ago,0,Positif
Ciptoning Linangkung,5.0,"Pelayanannya sangat ramah, nanya apa saja di jawab dengan baik dan professional, barang bagus dam berkualitas, puas banget pokoknya. Top jaya selalu👍🏻",a year ago,0,Positif
rizalul fiqri,5.0,Harga dan kualitas laptop nya terbaik. Tempatnya nyaman n modern,3 years ago,0,Positif
Beanca Store,5.0,"Kmrin bli laptop asus di hero comp jogja, sempet ada problem touch pad tdk berfungsi karna salah install, lsng komplain ke pemilik, walaupun sdh tidak garansi toko, namun ttp dibantu servis ke asus krna masih garansi resmi. Skrg laptop sudah berfungsi dgn baik, dan dari segi pelayanan sgt baik dan bertanggung jawab. Trims kasih sgt rekomen beli laptop second di hero khususnya utk yg sdg memulai bisnis sprti saya krna harganya juga sgt terjangkau",2 years ago,0,Positif
Riris Saniyati,2.0,Informasi yang diberikan di wa tidak sama dengan ditoko,a year ago,0,Netral
Ade Dwi Andika,5.0,Mantap,a month ago,0,Positif
Riski Ramadhan,3.0,Rada nyesel beli disini,7 months ago,0,Netral
asad Mahmud,5.0,"""Pelayanan sangat ramah, Laptop bagus kondisi 99% masih bagus""",a year ago,0,Positif
Cahyo Hanif,3.0,"Storenya kurang nyaman, ",3 years ago,0,Netral
09_ Rahmat Dwi Kurniawan,5.0,"Rekomended banget sih tempat beli laptop ini, gak usah ragu lagi",3 years ago,0,Netral
Rara Dewi,3.0,Mending cari tempat yang lain aja,a year ago,0,Netral
Bagus Teguh,1.0,Dibikin bingung sama pelayan nya,a year ago,0,Netral
Zalvareza Irham Maulana,5.0,"Mantap banget toko laptop terlengkap di jogja, yang",a year ago,0,Positif
Adiv,5.0,tempatnya nyaman 👍🏻,a month ago,0,Positif
Supri 02,5.0,"Pelayanan ramah, amanah, banyak pilihan laptop, harga terjangkau",3 years ago,0,Positif
Retno Widuri,5.0,"Pilihan laptopnya banyak, kualitas laptopnya juga bagus, pelayanannya ramah + bagus",6 months ago,0,Positif
daniel,2.0,"Pengalaman beli notebook disini dengan budget yg besar. Sejak awal pembelian sudah ada masalah charger trouble. Tapi hanya diganti kabel powernya saja..dgn janji jika ada trouble akan dibantu. Tapi selang 9 bulan saya hubungi tidak dijawab terkait ini. (Karna masih garansi) saya coba ke servis center. Tapi krna garansi charger dan unit laptop berbeda.. Jadi saya terpaksa beli charger baru 600k.
Saran saya tetap perhatikan customer yg telah membeli ditempat anda.. walaupun tdk mengganti kerusakan. Minimal memberikan solusi dan aftersales terbaik..karna kepercayaan itu sangat mahal apalagi dgn cacat produk yang telah dijual ke customer.",2 years ago,0,Negatif
Fathi Akbar,5.0,Toko laptop terbaik di jogja,2 weeks ago,0,Positif
Imam Jagad,5.0,"Sangat rekomended, ramah, tempat nyaman, barang sangat bagus dan harga kompetitif",8 months ago,0,Positif
Listia Nisaa,5.0,"Tempat jual laptop second yang terpercaya, ramah dan fast respon di chat",2 years ago,0,Positif
rahma lathifiaa13,5.0,"pelayanan yang sangat baik, juga tersedia banyak pilihan.",6 months ago,0,Positif
Anang s,5.0,"Sangat puas untuk pelayanan baik, barangnya juga ok banget.",7 months ago,0,Positif
Muhammad Ilyas,5.0,"Pelayanan sangat baik, dilayani dengan ramah. Sangat recommended bagi Hunter laptop second dgn kualitas yg terbaik dgn harga yg terjangkau",a year ago,0,Positif
Elfira Syahratul,5.0,"mantap👍 pelayanannya bagus, penjualnya ramah banget, mau jelasin banyak, harga untuk laptop bekas yg kaya laptop baru worth it bangett, cocok banget buat yg mau cari laptop bekas tapi kaya baruu. kereen🤩",2 years ago,0,Positif
Ayu Inda wati,5.0,"Mantap, pelayanan oke bangett! 🥰",2 years ago,0,Positif
Andika Rahmat.O,5.0,Tempat strategis pelayanan bagus dan mendapatkan promo banyak,2 years ago,0,Positif
Sidik Wisnu,5.0,"Laptop bekas like new, bergaransi",2 months ago,0,Netral
Bima Sony ardiansah,5.0,"Barangnya mantap, pelayanannya juga ramah, sangat rekomend",3 years ago,0,Positif
Aditya Nugraha,5.0,Alhamdulillah bisa membeli laptop disini.. Semoga awet dan bermanfaat,2 years ago,0,Positif
melia sindi purbaya,5.0,baik bgt masnyaaa,3 months ago,0,Positif
Elyas Alip,5.0,MASOOKKKK,a month ago,0,Netral
Ikhsanita Mukti Putri,5.0,"Trusted, barang like new semua, bergaransi. Yang jelas harga bisa disesuaikan kantong. Sukses…",a year ago,0,Netral
Tanah 9355,5.0,"Tempat jual leptop second bagus dan terpercaya, dapat bonus nya juga ⭐⭐⭐⭐⭐",2 years ago,0,Positif
Elok Nur Hasanah,5.0,"Pelayanan ramah, admin chat juga fastrespon banget",a year ago,0,Positif
Karunia putri Budiharto,5.0,"Pelayanan baik, kondisi laptop masih bagus-bagus, rekomendasi untuk yang cari laptop second",7 months ago,0,Positif
30_talia salsabila,5.0,"Cocok buatt pelajar mahasiswaa, ada garansinnya jugaa",2 years ago,0,Netral
Anifa Tuzzuhroh,5.0,Pelayanan ramah dan harga sesuai kualitas barang 🥰,2 years ago,0,Positif
Sigit Anggara,5.0,Toko laptop second lengkap dan terjangkau harganya,a year ago,0,Netral
Septia Alya,5.0,"penjualnya ramah, detail jelasinnya xiixix, laptopnya lengkapp",a year ago,0,Positif
windasu bangkingan,5.0,Pembeli pertama hari ini..alhamdullilah dpt laktop sesuai budget dgn penjelasan n bantuan yg baik dr mas2 e..semoga laktop yang dibeli slalu lancar aman n enak dipake seperti yang diharapkan amin..n sukses selalu bt hero computer🙏🙏,a year ago,0,Positif
Khalif ihsan nasir Abu Zakariya Al qalam,5.0,Kualitasnya bagus banyak bonus,2 months ago,0,Positif
adharoni asofi,5.0,Tempat yang rekomended untuk mencari laptop second di jogja,5 months ago,0,Netral
miftah Sulistiawan,5.0,"Beli laptop yg amanah
murah tp g murahan...
cocok untuk kantong mahasiswa",2 years ago,0,Netral
Muhammad Ihsan Ash Shiddiqy Nurhadi,5.0,Bismillah beli laptop disini semoga awet dan bermanfaat,a year ago,0,Positif
Jogjakatrid (Servis printer komputer),5.0,Jangan lupa ..hero computer ..recomended bt cari2 laptop 2nd ..trimss,a year ago,0,Netral
Margaretha Kurniawati,5.0,"Pertama saya beli laptop langsung kesini, layanan sangat ramah, informasi update dan memuaskan sekali, barangnya bagus sekali",a year ago,0,Positif
bayu aji,5.0,Laptopnya apik murah bergaransi,7 months ago,0,Netral
Risnaldi Aldi,5.0,Buat teman² terkhusus area Jogja sekitar yaa yg mau nyari laptop second dan harganya murah datang ke Hero computer Jogja....di jamin langsung gass....🤟😁😁,a year ago,0,Netral
Waca Asik,5.0,"Mantap hero Computer, rekomen!",2 months ago,0,Positif
Ahmad Syahid Fat-huddin,5.0,"Mantapp, barang e oke semua",a year ago,0,Positif
Rakha Achmad Widjaya,5.0,"tempatnya nyaman, pelayanannya sangat baik, laptop nya mantep mantep👍🏼",3 years ago,0,Positif
Dony Dot,5.0,Tempat bersih pelayanan okee,8 months ago,0,Netral
Wa Ode Muslia,5.0,"Tempatnya Bagus,  Harganya afforouble, cocok buat Mahasiswa Yang nyari rekomendasi laptop, ada garansinya...insya Allah amanah",a year ago,0,Positif
Maro Ra,5.0,"mantap.. semoga sukses dan jaya...
thanks to supportnya.. mantao",2 years ago,0,Positif
Imam Pawit,5.0,"Barang bagus, respon cepat, bergaransi...",a year ago,0,Positif
Alexsander Niko,5.0,Toko spesialis laptop 2nd. Pelayanan mantaap.,11 months ago,0,Netral
Muhammad Zaid Rizky Ramadhan,5.0,"pertama kali beli laptop disini kerenn bgt tempatnya, mas nya komunikatif dan ramah bgt",10 months ago,0,Positif
LonelyBoy,5.0,"sangat recomended banget buat kalian yang mau upgrade laptop, silahkan langsung ke store🤩🤩",9 months ago,0,Netral
Muhammad Mariko,5.0,"Saya sudah langganan disini beli laptop untuk karyawan kantor dan alhamdulillah tidak pernah mengecewakan, laptopnya bagus2, berkualitas, masih garansi, harga bersahabat dan pelayanan sangat baik menjelaskan spesifikasi nya dan mudah di pahami... recommended bangat bagi yg mau cari Laptop second tapi berkualitas..",2 years ago,0,Positif
Cahya Yustika Rani,5.0,"Jujur recommend bgt bgt bgt buat beli laptop second di sini, bahkan di sini juga bisa jual dan tukar tambah. Sellernya juga amanah banget, ramah, dan pasti bakalan dijelasin sampai paham. Tempatnya pun cozy dan nyaman bangettttt",2 years ago,0,Positif
Musa _,5.0,"The best pokoknya, nek meh nyari laptop 2nd berkualitas langsung ke Hero ini aja..",3 years ago,0,Netral
Febri Yanti,5.0,"Udah 2x beli  laptop gaming disini, dan tidak mengecewakan.. Penjual laptop seken dengan kualitas ter baik.  Mas nya juga ramah banget, sangat membantu. Rekomen banget 👌",2 years ago,0,Positif
Bintang Kusuma,5.0,Mantap sekali!!,a month ago,0,Positif
AngkrangBalap098,5.0,"Pelayanan bagus, mas²e ramah sabar,,,good job Hero Computer",10 months ago,0,Positif
Rudi setiawan,1.0,"Ijin membagikan pengalaman, sempet ada kekecewaan ketika membeli laptop di Hero komputer, dimana saya beli laptop Asus tuf namun setelah pemakaian 3 hari terdapat kerusakan di bagian LCD, walaupun masih bisa di claim dan di repain dari pihak Hero, namun setelah pemakaian 2 bulan masalah LCD tersebut terulang kembali. Mungkin ini pelajaran bagi saya dan teman teman sekalian .",2 years ago,0,Negatif
Muhammad Irfan Fadillah,5.0,"Keren sekali, pegawainya ramah dan membantu. Sukses selalu",7 months ago,0,Positif
Felicity Pugh,5.0,"Pelayanan sangat ramah, barang yg dijual kualitas masih baik, tempat juga rapi bersih.",a year ago,0,Positif
Nuzki's film,5.0,"Untuk barang komplit, pelayanan sangat ramah, paling penting harga masuk di kantong.",a year ago,0,Positif
Junita Eni,5.0,"trusted bgt, barang juga berkualitas. Mantab bgt",2 years ago,0,Netral
M Prayoga,5.0,Recommended banget buat yang cari laptop bekas dengan kualitas mantapp!!,2 years ago,0,Netral
Finesa Madewi,5.0,"Tempat nyaman,Bagus",2 months ago,0,Netral
Hillaryus Rangga,5.0,"Toko laptop second paling recommend di jogja. Masnya ramah, enak diajak diskusi, pelayanan satset, dikasi bonus+potongan juga. Intinya kalo mau nyari laptop second harga miring tapi kualitas serasa baru silahkan kesini.",2 years ago,0,Positif
Waca Asik,5.0,"Mantap hero Computer, rekomen!",2 months ago,0,Positif
Rio Rifqi,5.0,"Tadinya cari rog, tp ketemu lenovo legion yg mantep juga, pelayanan ramah, santai, sama sama orang magelang, mantap pokoknya",a year ago,0,Positif
Rizaldi Aidinul,5.0,"Barang bagus, kualitas tetap terjaga, dengan harga yang terjangkau",3 years ago,0,Positif
MUHAMMAD MASRUCHAN HALINTAR,5.0,Pelayanan Ramah.. Bisa konsultasi tentang spek leptop.. 👍👍👍,a year ago,0,Positif
KUYAB,5.0,"Udah lama mantau lewat instagram dan akhirnya nemu juga laptop yang sesuai budget. Tokonya bersih, produk yang ditawarkan bagus-bagus dan masih ada garansi resminya juga. Pelayanan ramah. Bisa banget kalau lagi mau nyari laptop second dengan kualitas yang bagus langsung dateng ke tokonya",2 years ago,0,Positif
Lisna Indriawati,5.0,Pelayanan baik dan memuaskan,4 months ago,0,Positif
Vina Puspitasari,5.0,"Pelayanan cepat, ramah, harga terjangkau, yang paling penting kualitasnyaa gaperlu diragukannn gaiss top markotop",a year ago,0,Positif
Luthfi Nashiruddin,5.0,"tempat beli laptop second recomanded,pelayanannya bagus,harga murah,pengalaman saya beli laptop disini dapat potongan harga yang lumayan👍🏼👍🏼👍🏼👍🏼👍🏼",a year ago,0,Netral
Tri Hartati _,5.0,"Pelayanan ramah dan memuaskan, laptop nya keren dan edisi terbaru . Nggak sia2 jauh2 dari purworejo kesini . Mantappp",a year ago,0,Positif
18.471 Muhammad Titan Ardhana Maheswara,5.0,"Tempat cari gadget recomended banget, khusunya laptop. cari laptop second disini, dibantu kasih rekomendasi sama mas mas pegawainya. Pelayanan super ramah, dan sangat membantu menentukan pilihan.",2 years ago,0,Positif
Lutung Kasarung,5.0,"Toko laptop second recomended di Jogja. Barangnya dijamin bagus dan berkualitas. Dari segi harga relatif ya. Kalau beruntung bisa dapet laptop second yang baru pemakaian sebentar atau laptop yang masih ada garansi resmi, dan tentu dengan harga yang relatif murah",3 years ago,0,Positif
Arda Lana,5.0,Toko laptop gaming yg proper untuk dikunjungi,5 months ago,0,Netral
mahami,5.0,Saya sangat merekomendasikan Hero Computer bagi siapa pun yang membutuhkan produk laptop bekas berkualitas dengan pelayanan yang luar biasa. Tempat ini benar-benar menjadi pilihan terbaik untuk berbelanja kebutuhan teknologi kita.,2 years ago,0,Positif
Muhammad Rizkyy Arya,5.0,"Mantap jiwa, recommend broku",2 months ago,0,Positif
Fadhlurrohman Salim (Arsip),5.0,"Toko jual beli laptop rekomen di jogja, tempatnya nyaman, pelayanannya juga ramah bestt👍",9 months ago,0,Positif
Isma Suhaimi,5.0,"Pelayanan oke banget, informasi yang disampaikan juga jelas.. recommended untuk beli laptop second",a year ago,0,Positif
Annisa Nur Hidayati,5.0,"rekomend banget sihh buat yang lagi cari laptop.. hargaa okee kualitas juara, pelayanannya juga ga kalah oke.",Edited 2 years ago,0,Positif
yustika ardiningsih,5.0,"Hero Computer Jogja memang mantapppppssss, barang²nya oke punya dan harganya aman dikantong gak nyesel deh kalo beli disini, kuyyy yg belum nyobain belanja laptop disini buruannn cobain pasti gak nyesel 🥳🥳🥳",2 years ago,0,Positif
Esy Lia,5.0,Hero komputer diskonya mantapsss,a year ago,0,Netral
valentina martha,5.0,"Pelayanan oke, semoga awet. Terima kasih sudah dibantu",10 months ago,0,Positif
Ryo Efrandy,5.0,"Mantap ngab.. ramah mas.e dikasih bnyak recommed,",3 years ago,0,Positif
Muhammad Winaris,5.0,pelayanan baik untuk customer pemula,2 months ago,0,Positif
Taufik Saputra,5.0,"Josjis, rekomendasi laptop bekas berkualitas bergaransi resmi",2 years ago,0,Netral
otto dwi risdiyanto,5.0,"Barang like new, pelayanan oke",2 years ago,0,Positif
0756 _MIKCHAEL YOHANES KUHUELA,5.0,"Tempat cari gadget recomended banget, khusunya laptop. Aku cari laptop second disini, Kalau masih bingun mau myari laptop apa tenang mas masnya bisa bantuin nyaranin.Pelayanan super ramah, dan sangat membantu menentukan pilihan.",2 years ago,0,Positif
MagangMBKM Al Azhar,5.0,"mau buat review niat nih buat hero computer karena puas order disini :Dhihihi
1. instagram jelas dengan semua keterangan dan foto yang menarik
2. banyak testimoni pengiriman dan pelayanan yang baik
3. banyak pilihan laptop bekas generasi baru dengan harga terbaik (daripada beli baru mending beli sini) hehehe
4. pelayanan dan tempat yang nyaman
5. pokoknya sukses terusss hihi
thankyou",3 years ago,0,Positif
pintam retnosari,5.0,"Tempat jual beli laptop yang nyaman, pelayanan menyenangkan, Kualitas barang mulus. Layak bintang 5,tunggu apa lagi gas!",a year ago,0,Positif
ABANG,5.0,"Toko laptop ternyaman, termurah, & penjual yg ramah jelasin spek laptop bagi konsumen sampe sedail & serinci mungkin bestbpokoknya deh👍👍👍",a year ago,0,Positif
Verra Vindriani,5.0,"Mantap. Seller sangat ramah, dan membantu",6 months ago,0,Positif
Ravido Agasy,5.0,"Recomended banget, tempatnyaa nyaman, pelayanan ramah, dan harga standar sesuai spek, dan bisa negoo",a year ago,0,Positif
Ketzstar,5.0,"Pelayanan mantap,harga terjangkau, recommended buat yang mau nyari laptop",a year ago,0,Netral
Alnisa Dipa Pramesti,5.0,"Pelayanan oke, barang bagus sekaliiii 👍🏻👍🏻👍🏻
Harganya pun bersahabat 🧡",a year ago,0,Positif
nanda putri,5.0,pelayanannya cukup baik tempatnya jg nyaman,7 months ago,0,Positif
Ryan Kurnia Pratama,5.0,"Pelayanannya bagus, laptopnya OK murah dan kualitasnya bagus dapet bonus mouse juga terbaik🤟🏻🤟🏻🤟🏻 semoga sukses selalu yaaaaa!",a year ago,0,Positif
Lutung Kasarung,5.0,"Toko laptop second recomended di Jogja. Barangnya dijamin bagus dan berkualitas. Dari segi harga relatif ya. Kalau beruntung bisa dapet laptop second yang baru pemakaian sebentar atau laptop yang masih ada garansi resmi, dan tentu dengan harga yang relatif murah",3 years ago,0,Positif
Mardi Yanto,5.0,Unit barang sesuai dengan yang ada di IG,4 months ago,0,Positif
Adhitya Romanna Randha,5.0,Pengalaman beli laptop di Hero Computer Jogja sangat memuaskan. Pelayanan cukup ramah dan kondisi laptop dalam keadaan baik. Sukses selalu 👍🏻,a year ago,0,Positif
Muhammad Wildan Islamay Firdaus,5.0,Rekomendasi Beli Laptop Bekas Berkualitas ya di Hero Computer Jogja,8 months ago,0,Netral
Daqiq F Putri,5.0,"Tempat bagus dan amanah untuk pembelian laptop second, admin juga gercep dan informatif. Sebelum beli boleh tanya-tanya dulu dan booking. Bisa cek di instagram juga unit unitnya atau better bertanya langsung ke adminnya untuk unitnya",a year ago,0,Positif
Muhammad Arrafiiq,5.0,"admin fast respon, pelayanan ramah, kondisi laptop masih sangat bagus, ditambah garansi toko dan resminya masih aktif",a year ago,0,Positif
Abda,1.0,Harga jualnya jelek sekali.,Edited a year ago,0,Negatif
Iqbal Nuruddin,5.0,pelayanan yang baik,3 months ago,0,Positif
aditya kurniawan,5.0,Mantab... Pelayanan Ramah... Harga Bersahabat,2 years ago,0,Positif
Yadino Adi,5.0,"Pelayanam ramah, sangat informatif.. best. Kondisi laptop masih oke banget. Semoga sukses selalu",a year ago,0,Positif
Ahmad Farras,5.0,"tempat yang bersih dan nyaman, pelayanan yang baik dan ramah, harga yang terjangkau, mantap lah pokoknya",a year ago,0,Positif
achmad azril,5.0,"Recommended seller laptop second berkualitas, banyak bonusnya, trusted bgtt, dengan harga yang friendly di pembeli 🔥🔥",a year ago,0,Netral
Arin Delfia,5.0,"Pelayanan cepat dan ramah,sudah 3 kali beli laptop kesini sangar rekomendasi banget",a year ago,0,Netral
S MNR,5.0,"Mas"" e ramah, satset singkat jelas mantap",2 years ago,0,Positif
Paris Pare,5.0,"Seller ramah dan tempat nyaman. Cari laptop bekas namun masih ada garansi resmi, coba cari disini atau tanyakan stok ke nomor yg tercantum. Pokok e puas kro layanan e, ramah, amanah, dan bisa booking dulu.",4 years ago,0,Positif
17-Muhammad Rizqi Pangestu,5.0,"unit banyak pilihan, recommended, dijelasin semua unitnya",6 months ago,0,Netral
Satya Wahyu Kurniawan,5.0,"Seller sangat ramah, enak diajak ngobrol konsul2 mana laptop yang terbaik. Josss sangat recomended",a year ago,0,Positif
Hanif Lutfiana,5.0,"Layanan ramah,tempatnya enak dan bersih, mudah ditemui",3 years ago,0,Netral
Setyaka Panji,5.0,pelayanan oke dan mantap,3 months ago,0,Positif
p4nca _oenec,5.0,"Pelayanannya ramah, sangat membantu ketika saya banyak bertanya , untuk harganya sangat terjangkau dan kualitasnya oke.",a year ago,0,Positif
Bayu Temaja,5.0,"harga terbaik , semoga awet lama barang e , suwun bro ku faza",a year ago,0,Positif
Yasinta A.,5.0,Tempat beli laptop bekas terpercaya di Jogja. Banyak pilihan & produk masih bagus. Harga bersaing. Seller responsif.,a year ago,0,Positif
zulfa sho,5.0,"Tempatnya strategis, gampang dicari nyaman dan bersih. Barangnya mantab"" ga mengecewakan, fast respon di dm lewat ig, keren pokoknya👍👍",2 years ago,0,Positif
Bunga Khairunnisa Official,5.0,"Alhamdulillah, bisa ngejual laptop disini. Pelayanan baik banget, topp!",10 months ago,0,Positif
Aditya krisna prabandanu,5.0,"Rekomendasi buat beli laptop di yogyakarta yang terpercaya, sukses selalu",3 years ago,0,Netral
4 Muhammad Syatho' Azizi,5.0,Stock laptop selalu lengkap dan harganya terjangkau untuk kalangan mahasiswa Jogja👍👍👍,8 months ago,0,Netral
Rizky Kurniawan (elvrizkykurahong),5.0,"Tempat beli laptop bekas, bisa nitip jual juga di sini. Penjaganya ramah, murah², kualitas terjamin. Bisa coba² dulu buat cek kondisi barang juga. Pengalaman beli juga asik sih, nego santai, semua senang. Keren! 🍻",3 years ago,0,Positif
Novian joko Wibowo,5.0,"Seller nya ramah, dan terpercaya dengan detail barang komplit beserta bukti2, komunikasi ny nyaman karna sangat terbuka dengan imformasi produk secara riil",2 years ago,0,Positif
Violet Wonosobo,5.0,Tak kira biasa ternyata luar biasa,8 months ago,0,Netral
Everedy Lemans,5.0,Pelayanan sat set joss pokoknya,6 months ago,0,Netral
Hafizh,5.0,kemarin abis beli disini murah banget,6 months ago,0,Netral
djatie mutesa,5.0,pelayanannyaa mantappp,5 months ago,0,Netral
Hanif Nw,5.0,pelayanan ramah dan komunikatif. barang yang dijual juga masih oke banget super recommended👍🏼,a year ago,0,Positif
Dekorasi by Ala,5.0,Cari laptop berkualitas langsung gas kesini🤗,a year ago,0,Netral
Muhammad Aprilian Fadholi,5.0,"Laptop second berkualitas, masih bergaransi resmi, pelayanan joss, recomended,,,",2 years ago,0,Netral
Grum Charter,5.0,"Pelayanan baik. Sangat memuaskan, rekomendasi banget buat yang lagi cari laptop seken tapi dengan kualitas premium.",2 years ago,0,Positif
Anissa Qunita,5.0,"pelayanan ramah, harga terjangkau, insyaallah kualitas bintang 5 ✨✨",a year ago,0,Positif
Rifdah Hardaning Tyas,5.0,"Second like new dengan potongan harga juga. Mantap, ditunggu discount berikutnya 🤭🔥✨",a year ago,0,Positif
farizy cholis,5.0,Pelayanan bagus dan barang nya bagus,a year ago,0,Positif
Moh. Ihsan Fauzi,5.0,"Pelayanan ramah dan laptop benar2 generasi terbaru meskipun second, kebetulan dapat laptop yg bener2 like new",2 years ago,0,Positif
rifqi muhammad,5.0,"Tempat nya bagus,penjaga toko membantu menjelaskan tentang performa dan spesifikasi laptop yang ingin dibeli secara detail, bahkan diberi perbandingan sehingga penjelasan mudah dipahami",3 years ago,0,Netral
Shofiya Qonita,5.0,"pelayanan sangat baik, kualitas laptop juga bagus dan sesuai dengan harga",a year ago,0,Positif
Panji Suryandhika,5.0,Pelayanan Ramah Mantap,3 months ago,0,Positif
Ahmad Bagus,5.0,"Keseluruhan: ""Overall sangat memuaskan, saya kasih bintang 5""

Barang nya juga bagus dan sangat recommended bagi yang cari laptop harga merakyat kualitas pejabat.

Pokokny gas keun sobat😁👍",3 years ago,0,Positif
Masayu Nadia,5.0,"Tempat beli laptop second terbaik, pelayanan ramah, setiap pertanyaan di jawab dengan sabar dan detail. Recommended",2 years ago,0,Positif
Felisitas,5.0,"Tempatnyaa baguss, harga budget mahasiswaaa bangettt🫰🏽",8 months ago,0,Netral
isa setyawan,5.0,"Kualitas laptopnya joss bgt like NEW!!! pemberian garansi 1thn bener"" Sangat membantu dan juga yg terpenting HARGA nya yg JAUH Lebih MURAH dr harga normal tapi kondisi nya masih JOS!!!
RECOMENDED BANGET POKOK E",4 years ago,0,Netral
irsan faisal,5.0,Fasilitas bagus layanan yang professional👍,5 months ago,0,Positif
Brian Doke,5.0,"Pelayanan bagus, haga murah, penjelasanya sangat detail, mantap👍",a year ago,0,Positif
Hera,1.0,Pernah benerin disini tp engsel malah rusak plus wifi & bluetooth ngga berfungsi akhirnya ke tempat servis lain lebih murah dan dibenerin semua,2 years ago,0,Negatif
Pamungkas Sugihartoko,5.0,Koleksi mantab . Harga oke..  pelayanan juosss..,2 years ago,0,Positif
Msi Glory,5.0,Laptop second murah kualiatas terjamin,a year ago,0,Netral
Noor Chaukab,5.0,"Sangat memuaskan, admin ramah, dan menjelaskan dengan baik.",8 months ago,0,Positif
TUKANG BANGUNAN_YT,5.0,"Barang bagus harga bersahabat, pelayanan ramah",10 months ago,0,Positif
farhan saputra,5.0,pelayanan ramah all good untuk semuanya,6 months ago,0,Positif
Bang Fajar Theday,5.0,"Recommended banget buat cari laptop bekas, tapi kualitas joss. Kalo disini harus cepet2 booking, kalo gak ya keduluan sama yg lain. Wkwk.. Tapi mantep sih, stok banyak pilihan juga",3 years ago,0,Netral
Rahma Wijayani,5.0,Baru pertama kali kesini bismillah awet buat kuliah dan barokah,8 months ago,0,Positif
Ohim ohh,5.0,"JOSSS POLL, Ra hoaxx",2 months ago,0,Netral
Ayesha Nuha Auliyaa,5.0,"tempat cari laptop yang recommended, bisa dapet yang masih ada garansi resminya juga, harganya worth it, masnya ramah, semoga amanah selalu",2 years ago,0,Positif
Bihan Firman Wicaksono,5.0,"Pelayanan mantap, laptop masih bagus",7 months ago,0,Positif
Anang Bachtiar Rifai,1.0,Sangat tidak recomendet,2 years ago,0,Netral
Faisal Ainnurrokhim,1.0,Dichat katanya ready pas datang tidak tersedia distore,3 years ago,0,Netral
Ayu Hanifah,1.0,Masnya yang ngelayanin tidak ramah,2 years ago,0,Positif
Elki Putra,1.0,Tidak baguss,8 months ago,0,Netral
Muhammad Sakhin Nursena_FT,1.0,Kualitas sangat jelek,3 years ago,0,Negatif
Aathif Alwan,1.0,Laptop bekasnya banyak yang tidak sesuai,a year ago,0,Positif
trie setyaningsih,2.0,Kualitasnya jelek,3 years ago,0,Negatif
Muhammad Riski,2.0,Mantul deh pelayanan bagus dan pengiriman cepat,3 years ago,0,Positif
AKBAR,3.0,Mahal kalau untuk harga laptop second,a year ago,0,Negatif
Dawang Gilang,2.0,Pelayanan tidak ramah barang nya juga tidak bagus,2 years ago,0,Positif
Angga Purwanto,3.0,Karyawanya tidak ramah,2 years ago,0,Positif
Lenny fitriana dewi,3.0,Harganya lumayan lah,a year ago,0,Netral
RAJA MAHENDRA PRAMUWIDAGDO,3.0,Beli ditoko barang nya bagus mulus pas nyampe kos laptopnya tidak mau nyala,a year ago,0,Positif
syamhudz,2.0,"Buat mbak nya tidak ramah, cemberut terus",10 months ago,0,Positif
Shebil Wibowo,2.0,Kurang memuaskan,a year ago,0,Netral
Buah Anggur,5.0,"bagus banget, toko aman dan terpercaya, adminnya juga ramah bangettt, bintang 5 🤩",2 years ago,0,Positif
B Azis Dwi Mukti,5.0,"Pelayanan nya ramah sekali, penjelasan lengkap kualitas laptop terbaik pokok nya",a year ago,0,Positif
ZORO ZURO,5.0,Pelayanan sangat ramah,5 months ago,0,Positif
madhan sgp,5.0,"Makasih mas leptop nya bagus, lokasi sesuai, banyak sekali pilihan, monggo yang mau cari leptop bisa langsung datang ke stornya yaaa, masnya siap membantu sesuai kebutuhan Anda.",2 years ago,0,Positif
Bihan Firman Wicaksono,5.0,"Pelayanan mantap, laptop masih bagus",7 months ago,0,Positif
Sutan Hanif,5.0,"Recommended bgt buat kalian yg cari laptop second tp kualitas ajib. Layanan pun memuaskan, kalian nggak bakal kecewa🔥",3 years ago,0,Netral
Arif hidayad,5.0,Bintang 5 buat pelayanannya dan banyak diskon serta harga paling okee sejogja👍,a year ago,0,Netral
Surya Darma,5.0,Paling mwantep,3 months ago,0,Netral
Jaluweh _,5.0,Jual Beli laptop Gaming rekomended di jogja,a year ago,0,Netral
Tiara Kusuma,5.0,"Pelayanan oke , staff ramah 👍🏻",7 months ago,0,Positif
Ajar Pradika Ananta Tur,5.0,"Highly Recommended place for you to get 2nd laptop with high specifications but affordable.

Pelayanannya baik
Ownernya supel dan ramah dan jika Anda beruntung, Anda akan mendapatkan bonus konsultasi gratis untuk menjaga mental health Anda tetap baik.
Trust me! I did it. He is a man loving listening to you.

Good luck buat Hero Laptop.",3 years ago,0,Positif
M. Gymnastiar,5.0,"Tempatnya nyaman, proses-nya cepat & responsif, harganya terjangkau. Sangat direkomendasi 👍",a year ago,0,Positif
Dwija Anggit,5.0,dapat potongan yg josss,3 months ago,0,Netral
Yoricko_ o,5.0,Barang nya pada bagus bagus terjamin juga kebersihan nya the best lah hero computer 👍🏻,a year ago,0,Positif
