nama_penulis,rating,teks_ulasan,waktu
Mega Lea,5,"Jajanan fav klo di jogja.. Pukis dan corobikang meski jajanan jadul tp ini enak banget yaa.. Harga 5.000 tp enak, empukk.. Biasa nya stand di mirota kampus ya, pasti ada.. Silahkan mencoba..",2 tahun lalu
Ganik Suciati,5,Tempatnya nyaman dan banyak promo gan!,2 tahun lalu
Safania Hafida,4,Jaman kuliah dulu kalo belanja kebutuhan hidup disini. apa aja ada ,2 tahun lalu
Thina Aprila,5,"Cuma mau kasih tau aja sih siapa tau bisa untuk evaluasi kemarin2 sempet beli beberpa bahan disini kyk telur, cabe, tomat tpi ko hrg'y gk wajar bgt mehong pdahal aku sering bngt belanja disini dri awal yg namanya mirota kampus sampai ganti jadi manna kampus selalu bnja disini. Bsk'y ku belanja lagi dengan takaran yg sama ternyata bener aja jadi lebih murah harganya. Saran aja sih klu ada anak training yah harus didampingi biar gk merugikan customer gitu klu ada kesalahan (dibagian timbangan).",2 tahun lalu
Dwi Santoso,5,Rame pol,2 tahun lalu
Kania Anindya,5,Rame banget,2 tahun lalu
Yans,4,"tempat ter favorit nya belanja anak kos banyakin promo"" nya yaa",2 tahun lalu
Ismi Yati,4,"yg cari kebutuhan rumahtangga dari sembako, sayur, frozenfood, fashion yg lengkap dan murah banyak promo"" nya juga",2 tahun lalu
Ghina Ts,5,"selalu ramaiii sejak aku SD ini mah wkwk. bener-bener engga pernah 'padam' dan menjadi andalan anak kosan (re:teman-teman kuliahku) buat beli perlengkapan makanan, ataupun peralatan. harganya juga murah2 sih, jadi memang patut dijadiin refrensi",2 tahun lalu
abdul bahdul mbedul,5,"Akses parkir kurang luas
Barang rekomendes banget murahnya",2 tahun lalu
ZiHNi QAiSHAR & ANDiNA QAiSARA,5,Recommended Store in Yogyakarta ,2 tahun lalu
Septi Ningsih,5,"Musti sabar klo mau bayar di manna kampus simanjuntak,antrian kasirnya ampun ampunan panjang.",Diedit 2 tahun lalu
ines wulan sari,4,"Memiliki akses parkir yang mudah, tukang parkir yang cekatan, pelayanan kasir yang cepat dan banyak, serta harga yang terjangkau.",2 tahun lalu
Afrudi Rudheka,5,"Tempat belanja terlengkap dan murah. Cuma kalau awal bulan rame, antri kasir sampai engga ketolong lagi. Haha",Diedit 2 tahun lalu
Tyo,4,"Sangking lengkapnya SAKIT MATAku liatt semuaa display jualannya. Tersedia bnyakk pilihan mulai dari snack, buah, peralatan rumahtangga, makanan, minuman dll. Tempat parkirnya cukup asri karena tersedia tanaman diatapnya sebagai kombinasi meminimalisir polusi maupun panas. Harga barang maupun bahan disini cukup bersahabat.

Jadi tunggu apalagi? Ayoo datang belanja ke Mirota !!!",2 tahun lalu
Cecilia O,5,Tempat belanja termurah di jogja .,2 tahun lalu
Heppy Zetleni,5,"Susah parkir terlalu padat. Kasir krg bnyk terlalu lama antri utk bayar, sehingga buat suasana lama jg bete.
Hrg cocok utk mahasiswa terjangkau lumayan lengkap utk kebutuhan anak kost.",2 tahun lalu
Izzul Kiram Suardi,5,recomended buat belanja bulanan yg terjangkau,2 tahun lalu
Joko Susanto,4,Tempat belanja kebutuhan harian yang cukup lengkap dan harga bersaing,2 tahun lalu
Alfia Fitri,5,"Tempat belanja bulanan terlengkap. Lantai 1 bhan2 pokok, jajan, sayur, roti dll. Lantai 2 kosmetik baju2 sepatu, lantai 3 alat tulis, elektronik, koper, printilan hiasan. Kalo mau cari yg alat2 sutil, kompor dll, ke mirota di sampingnya jg cukup lengkap.",Diedit 2 tahun lalu
Candida Corda,1,"Sangat mengecewakan,
saya tahu mirota minggu tutup pukul 21.30 karena mendadak ibu saya yang sakit di sarjito ingin dibelikan barang penting disana.
saya sampai lokasi belum sampai pukul 21.00
security perempuan di pintu utama tidak memperbolehkan masuk dengan alasan sudah mau tutup dan masih antri banyak
Saya bilang cuma beli 1 barang saja dan langsung mau bayar
Security tetap tidak mau tahu dan menyuruh keluar
Mohon diperbaiki lagi pelayanan dan empatinya hehe

Terima kasih",2 tahun lalu
Alfonsa Gratia,3,"Maaf sebelumnya memberikan bintang 3
Di google tutup pk 21.30, saya datang belum ada jam 21.00 tetapi sudah tidak boleh masuk oleh satpam.. pdhal sdh menjelaskan  hanya mau beli 1 barang saja karena ditoko lain tidak ada yg jual, mana jalan lagi dari RSUP jadi buang waktu dan tenaga",2 tahun lalu
rizki ikhsan,5,Pusat perbelanjaan nomor 1 di jogja,2 tahun lalu
Yohanes Renata,5,"This place is a great place. It has really neat aisles. There is also a canteen near this building that is still under the same management. You can buy varieties of bread in the convenience store too. It is also within walking distance from UGM, so that is pretty convenient for me. However, I would not recommend to shop here in the evening (5 p.m to 7 p.m) because the line will be very long.",2 tahun lalu
Salam Hidayat,3,Parkiran nya kurang luas,2 tahun lalu
Bonar Situmorang,4,"Harga murah, banyak diskon, antrian panjang.",2 tahun lalu
Parwoto Kawer,4,"Lengkap,selalu ramai,,cuma antri bayar nya yg agak lama,,hehe",2 tahun lalu
Jovita Khairunnisa,5,"tempat belanja paling muraahh, ga pernah bosen belanja di sinii karena selalu ada promo menarikk, sangat membantuu buat anak kost, tapi karena murah jd rame bangeett dan sering antre panjang",2 tahun lalu
Eriano 67,5,Tempat belanja favorit istri...,Diedit 2 tahun lalu
Melita Elizabeth,5,"I recently visited Mirota Kampus and I must say, it's a good place. Mirota offers a comfortable shopping environment, and what's even better is the affordable price, or I can say ""anak kos friendly"" price. From groceries to skincare, stationery, clothing, and electronics, everything is reasonably priced. The staff members are friendly and always ready to assist. Beside that, Mirota Kampus is conveniently located near my campus and my place, making it a go-to store for me to shop for daily essentials.
The only downside I experienced was the slow cashier service. Even for customers with just a few items, it took quite a long time. Maybe improving the speed and efficiency of the checkout process would greatly enhance the overall experience.
Despite that, Mirota Kampus remains a go-to store for me due to its comfortable ambiance, affordability, friendly staff, and its convenient proximity to campus and student accommodations. With a few improvements, it can truly be an exceptional shopping destination.",2 tahun lalu
Lilia Nurramadani,4,Antrean nya panjang banget,2 tahun lalu
Nuri Indah,5,"Udah jadi tmpat favorit blnja sjak jman SD smpe anak udah SD..
Paling murah dibandingkan tmpat laen",Diedit 2 tahun lalu
Rinayah15,1,"Perkara antrian penuh, udah lama2 nunggu tinggal 1 antrian doang langsung bayar. Eehhhh.....bukan nya makin cepet slsai transaksinya malah makin lama karena disuruh mundur sm satpam cwe.

Kalau emang dibuat 1 jalur kenapa gak dari awal diawasi, lalai sih. Jadi orang2 udah pada buat setelah banyak antriannya malah suruh mundur antri lagi di paling belakang.",2 tahun lalu
Solichatul Wahyu Wulandari,5,"Buat kalian maba baru di Jogja ini salah satu swalayan termurah dan lengkap untuk keperluan sehari-hari kalian. Cocok bgt buat kaum mendang mending cuss langsung kesini ajaa dijamin harga miringg drpd toko sebelah. Tersedia berbagai macam kebutuhan pokok dr sabun, skincare, camilan, baju, alat tulis, alat dapur, ada semua. Apalagi sering bgt promoo. Minusnya antrian kasir mengular panjang ya wakk jd lumayan spare time, kalo kalian beli dikit rugi di waktu sih kecuali kalian gabut wkwk tp really worth it to buy!",2 tahun lalu
yanuar andy baharzah,5,Tempat belanja sejuta umat ,2 tahun lalu
Ria Magdalena Simbolon,5,"swalayan fav nya orang joga, dari diskon & ragem2 nya oke banget lah",2 tahun lalu
Ripan Melati,3,"Barusan belanja disana sangat ramai dan antriannya kasir panjang, untuk harga banyak diskon,,, tapi sangat disayangkan untuk bapak parkir motor nya agar lebih hati2 untuk memindahkan motor karena sampai kaca spion motor saya rusak dan helm saya pastinya jatuh dan alhasil kaca helm pecah,, mohon maaf jika banyak salah kata terimakasih ",2 tahun lalu
summerboozt,5,"antri panjang, murah, bnyk diskon",2 tahun lalu
Hut of Ela,4,Cari kebutuhan apa aja ada tp memang ngga sabar dg antriannya. Andalan y hanya beli-beli yg di kasir teras aja.,Diedit 2 tahun lalu
widifa iqbal syarif,1,Antri parah,2 tahun lalu
Haikal Yusuf Azzam,5,"Muraah pool, andalan mahasiswa jogja",2 tahun lalu
putra raharja,1,"Selalu ramai, tidak nyaman untuk berbelanja, terlalu sempit untuk berjalan dan membawa trolly senggal senggolan dg pembeli lain, untuk harga memang murah. Tapi semrawut seperti pasar",2 tahun lalu
Akmal Musyaffa,5,"belanja bulanan paling bener ke mirota dah. harganya bisa selisih 2000- 10000 dari i*ndomaret, @lfamart, hyp*rmart dan lain2. walaupun tempatnya kecil, tapi pilihan produknya lebih bervariasi juga.",2 tahun lalu
Ayu,5,"Manna Kampus, formerly Mirota Kampus supermarket, holds a special place in my heart from my campus days near South MIPA. Watching its continuous growth over the years, even surviving the pandemic, has been intriguing.

For anyone seeking specific snacks like variant A/B/C/D, this is the go-to place. Few supermarkets stock such a diverse range. Notably, it's interesting to see Bakso Pentol tenant right upfront alongside the Pukis corner - a delightful addition to the experience. Manna Kampus remains a testament to adaptability and variety, making it a reliable and unique shopping destination.",2 tahun lalu
E,4,Antriannya selalu panjang. Mungkin dapat diperbanyak kasirnya,2 tahun lalu
Fathur Ridho,5,Crowded as always but still one of the best one-stop shopping spot in town,2 tahun lalu
Hnnyro,5,Koleksi bajunya bagus2 .. Lengkap ..,2 tahun lalu
Yanuar Wijayanti,5,"Murah, cocok untuk mahasiswa belanja mingguan",2 tahun lalu
iqbal ikromi,5,"Lengkap parkir tersedia tidak cukup banyak untuk mobil, tapi harga murah.",2 tahun lalu
Widyanti Wisniasiarti,5,"Salah satu tempat belanja favorit serba ada disini dengan harga yg terjangkau, yang jelas hindari belanja di tanggal muda atau 1 duawal bulan karena antriannya lumayan lah 10 - 15 menit, saya dilantai 3 saja lumayan panjang apalagi yg lantai 1 dan 2.",Diedit 2 tahun lalu
Zuli Jamiati,5,tujuan perbelanjaan mahasiswa,Diedit 2 tahun lalu
Yudhi moko,5,"Berkunjung ke sini
Mencari selimut dan tas tangan

Pilihannya banyak
Ada 3 lantai
Naik pakai eskalator
Turun pakai anak tangga biasa

Parkir mobil terbatas
Parkir motor lega

Lokasi sangat strategis
Diperempatan jalan C Simanjuntak

Ada ATM di belakang parkiran

Terima kasih Mirota Kampus
Semoga semua selalu sehat",2 tahun lalu
Alif Ja'far,5,Ramai,2 tahun lalu
Real Larissa,5,Suka banget ke tempat ini ngga tau kenapa kwkwkw,2 tahun lalu
Zarti Zakaria,5,Byk diskon,2 tahun lalu
Barito Pacificks,5,"Swalayan yg selalu ramai ternyata, dikasir selalu antri. Sukses selalu",2 tahun lalu
Widarto Sutrisno,5,Dunia yang indah,2 tahun lalu
jogja istimewa,3,Masalah dengan parkir mobil,Diedit 2 tahun lalu
ArekuTV,5,harga murah lengkap cocok deh pokoknya.. ATK rasa mall..,2 tahun lalu
yumin kwan,5,"Barangnya komplit dengan harga lebih murah, hahaha.",2 tahun lalu
Hanif Kusumaning Tyas,5,Manna Kampus (Mirota Kampus) adalah perusahaan ritel yang sudah berdiri sejak tahun 1985. Berbasis di Daerah Istimewa Yogyakarta,2 tahun lalu
Andreas iswahyudi,5,Awal bulan selalu mengular antriannya,2 tahun lalu
Mas boed,4,Rame,2 tahun lalu
tresnani inna,5,Rumah belanja terpercaya,2 tahun lalu
Sycamore story,5,"Tempat belanja bulanan favorite dijogja dari jaman kuliah, lengkap murah dan gk terlalu jauh dari tempat tinggal.",2 tahun lalu
Decory Sianipar,5,"lengkaaaap, apa-apa pasti aku cari nya di sini, mulai dari makanan, skincare, make up, ATK cari nya disini",2 tahun lalu
Eka Resita Juliawati,5,Belanja murah di jogja gak ada lawan.. cuma harus sabar antri parkir apalagi kalo bawa mobil..,2 tahun lalu
Dyah,5,"Tempat belanja bulanan favorit buat anak kuliahan jogja, termurah dan terlengkap",Diedit 2 tahun lalu
Dimas,4,"Tetap di hati warga jogja.


Saya kasih bintang 4 karena tidak mungkin ada yang sempurna, 1 bintang adalah ruang untuk terus berinovasi & perbaikan dari segala bagian.",Diedit 2 tahun lalu
Wiwin Knia,1,Mau nitip barang ditolak... Alasan loker penuh... Padahal masih ada yg kosong.. mengecewakan!!!!!!,2 tahun lalu
Nofi K,5,Lumayan lengkap,2 tahun lalu
Venny Melanie,5,"Masih jadi tempat belanja favorit. Alasan utama karna lengkap banget.Dari sembako dan lain2, barang barang fashion, Elektronik, ATK, Mainan anak, frozen food, jajanan semua lengkap. Harga harganya juga bersaing.",2 tahun lalu
Umar Malik,5,tempat belanja anak kost di jogja,2 tahun lalu
Anshori Muhajir,5,"Harga terjangkau, tapi sangat ramai di waktu sibuk. Saran saya, jangan pergi ke tempat ini pada awal bulan dan sore hari.",2 tahun lalu
Dyah Ari,5,Mau belanja kebutuhan sehari hari disini tempatnya. Lengkap ada untuk alat tulis juga lho,2 tahun lalu
Hani Mulyani Hasibuan,5,"Tempat belanja murah, mulai perlengkapan mandi, makanan, beras dll, skincare, awal dan akhir bulan pasti padat",2 tahun lalu
OfryJ,5,Yang di buthkn semua ad di sni...,2 tahun lalu
Naren Gaming,4,"harga barang2nya murah, trs cukup lengkap juga, selalu rame dan antri",2 tahun lalu
Lucia Ratih,5,komplit,2 tahun lalu
Arika Risa,1,"Saya tidak tau sudah ke berapa kali ke manna kampus sini tulisannya ""PARKIR Rp 1000"" tapi penjaga parkirnya ngambilnya 2000. Sempat saya tanya ""di sana tulisannya 1000 ya pak?"" katanya ""dimana-mana parkir 2000 mba, saya kalo diginiin juga ngga kalah, lha wong parkir dimana-mana 2000, lho ini buktinya mba yang ini juga 2000 (sambil nunjuk ke mba2 pembawa motor di sebelah saya dgn penjaga parkir yg sama)""

Saya ndak bermasalah sih dengan parkir 2000, tapi setidaknya ngga ada tulisan ""parkir Rp.1000"" , tapi kalo memang ada tulisan spt itu, harusnya penjaga parkir tidak korupsi:) terima kasih.",2 tahun lalu
Rhamad Nursani,5,Good lah ya dri kuliah sering kali belanja ke mirota. Cma kurangni spam promo ke kontak member.,2 tahun lalu
Mustakim Al Amin,5,Adem...nyaman.,2 tahun lalu
M. Arsad,4,"Tempat berbelanja aneka barang keperluan harian yang cukup lengkap, parkir sepeda gratis",Diedit 2 tahun lalu
kuia craft,4,"+ lengkap, sembako, ATK dan peralatan rumah tangga.
+ Lokasi dekat gerbang UGM
+ Parkir motor luas
- parkir mobil terbatas
- kalo sedang peek, antrian ke kasir mengular panjang",2 tahun lalu
Fauzan Hakim,5,"Bagus, barang murah banyak diskon",2 tahun lalu
Tini Aling,5,Banyak Promo dan product kebutuhan pokok dll,2 tahun lalu
Hana Hana,5,"Mbak kasirnya ramah dan cekatan
Maturnuwun Jogja",2 tahun lalu
Euis Ernawati,5,"Komplit,murah..",2 tahun lalu
Yusticha Maylanda Darmawi,5,Dari jaman maba 2017 langganan terus di sini. Murah dan banyak promo,2 tahun lalu
Harris Shittadevy,5,Supermarket terlengkap n terhitz se Jogjakarta. Semua ada. Harga rata2 murah n yg jual pukis di pintu keluar selalu menggoda untuk dibeli :)),Diedit 2 tahun lalu
bunga surga,5,Setiap minggu pagi kita bisa senam bersama di sini,Diedit 2 tahun lalu
Heri Susanto 0605,4,Nice,2 tahun lalu
fatikha thurochmah,5,"Salah satu tempat belanja favorit di Jogja
Byk cabang tp yg di pusat ini terlengkap
Pelayanan cepat dan ramah
Pembayaran bisa tunai dan non tunai
Barang lengkap dan harga terjangkau",2 tahun lalu
Marlin Siadari,3,"Halo kak, saya mau memberikan tanggapan terkait, ibu petugas parkir pintu masuk yang memberikan pelayanan tidak baik, saya mengembalikan karcis parkir dan uang parkir 2000, lalu meminta kembalian namun tanggapan yg diberikan sangat buruk. Ibu tsb menjawab ""sama bapaknya saja, disini gak ada kembalian, lalu memalingkan wajah dengan ketus"" tolong ditraining kembali untuk ibu tsb, terimakasih. Kejadian terjadi tgl 24juli2023, pukul 20.35wib.",2 tahun lalu
Puspita,5,"menyajikan beragam kebutuhan terutama bagi anak kos. Lengkap mau cari kebutuhan makanan ada, pakaian ada, alat tulis, buah, camilan, roti ulang tahun dan lain-lain ",2 tahun lalu
Aini Ummy Hanifah,5,Supermarket sahabat anak kost,2 tahun lalu
C. Novianti Salsinha,5,"Tempat paling nyaman, saksi sejarah waktu kuliah dulu. Tak banyak berubah, ramainya masih sama, tempatnya masih berada di lokasi yang sama, penataan barangnya masih sama dan masih dipenuhi mahasiswa yang berbelanja kebutuhan sehari2. Klo Jogja bikin nyaman, Mirota Kampus bikin kangen buat belanja lagi",2 tahun lalu
Rachma Yulita,5,Rame wong,2 tahun lalu
Mutiara Sakinah,5,tempat termurah harga cocok untuk anak kos,2 tahun lalu
Chandra Adjie Sumarna,5,"Harga murah, kasir ramah, lokasi strategis. Mohon untuk saran agar kasir paham/edukasi pembayaran debit/credit contactless, dikarenakan minim tentang pengetahuan contactless sampai tanya ke saya bagaimana cara bahkan sampai ada rekan/senior kasir datang.",2 tahun lalu
Laras Syifaa,5,Harga murah2 si menurutku....komplit bgt...tpi saat weekend rameeenyaa... Toko langganan buat blanja bulanan... harga ramah di kantong,Diedit 2 tahun lalu
Mulya Satwa,4,"Tempat belanja yang sangat ramai, apalagi kalo awal bulan, harus rela berdesakdesakan, lawannya anak kost. Harga barang kebutuhan lebih murah dibanding harga pasar. Mangkanya full terus.
Letaknya sangat strategis.
Parkir motor sangat sempit, apalagi parkir mobil.
Pelayanan super cepat. Antrian teratur, bisa belanja kebutuhan bahan pokok, baju dll.
Kalo dah belanja kesini pasti pengen balik lagi, gak tau kenapa, walaupun harus berdesakdeskan. Walau antrian panjang tapi gak usah hawatir, para kasir cukup profesional fan cepat.
Rekomended untuk belanja kebutuhan bulanan.",2 tahun lalu
faizal adviis,5,Toko perbelanjaan yang lengkap,2 tahun lalu
Nadya Amalia,5,Favorit nih belanja disini,2 tahun lalu
Sheldy Krispina,4,"Tempatnya udah ga memadai sih untuk orang sebanyak itu..
Ampe tabrak2an krn lorongnya sempit banget..",2 tahun lalu
Atan Bagas Sebastian,5,murah dan lengkap,2 tahun lalu
NIVRASHTA,4,Terlalu banyak orang,2 tahun lalu
AMANATUN KHASANAH,5,Best of legend place for student,2 tahun lalu
agung budi,5,Lengkap.. Pelayanannya juga oke..,Diedit 2 tahun lalu
Budi Santosa,4,Lengkap barang yg dibutuhkan. Pengaturan display barang sudah lebih baik dan rapi serta tidak membingunglan...,Diedit 2 tahun lalu
Gak Tau Kok Tanya Saya,5,murah lengkap,2 tahun lalu
Fajar Adi Nugroho,5,Tempat Belanja Khasnya jogja,2 tahun lalu
Nurul Fatimah,5,"Kalo ke sini musti nyatet apa-apa yg di butuhkan, soalnya saya sering khilap kalo belanja disini, apalagi sering ada diskon, seolah catatan saya terabaikan",2 tahun lalu
Tata Sutriana,4,Tempat belanja legend buat anak kost..,2 tahun lalu
Stanislaus Rio Putra,1,"Lemotttt
Barang minta tuker bikin ribet nunggu Spv",2 tahun lalu
KP-Miftahul Janah,5,"Suka banget belanja disini, lengkap dan yg pasti harganya lebih murahh tempatnya juga bersih",2 tahun lalu
Miftakhul Ashri,5,Harga murah dan lengkap...,2 tahun lalu
Lia Nisa Shofarina,5,"Produknya lengkap dan murah, sering ada diskon juga. Ramah kantong buat anak kos.
Untuk baju bajunya lumayan mahal, tapi soal kualitasnya bagus + adem + halus.",Diedit 2 tahun lalu
Ridwan nugraha,5,"Saat hari2 besar antrian sangat panjang, saat hari biasa sepi. Pelayanan bagus, barang komplit",2 tahun lalu
Ditania Angela,5,"tempat belanja kebutuhan terlengkap dan termurah
pelayanan baik, ramah, bisa transaksi menggunakan non tunai",2 tahun lalu
Lestari,5,"Tempat belanja yg sangat komplit dengan harga yg ramah dikantong, dengan pelayanan yang baik juga, tempatnya jg strategis",2 tahun lalu
Ismail Rijal Robbani,5,"Salah satu tempat yang menjadi pusat perbelanjaan kebutuhan warga Yogyakarta, karena harga-harganya yang memang relatif lebih murah dan banyak diskonnya juga. Tempatnya nyaman, petugas parkir sangat membantu juga dalam menertibkan kendaraan, ada tempat penitipan tas, dan melayani pembayaran tunai ataupun nontunai",2 tahun lalu
Dodi Kurniawan,3,"Di jam 18.00 ke atas sering antrian kasir panjang, nunggu bisa sampai +- 1jam",2 tahun lalu
Agung Ramadhany,5,"Lengkap. Ya itu adalah satu kata yang menggambarkan super market ini. Mau nyari apa aja ada.

Ada 3 lantai. Di lantai 1 ada area makanan, minuman, snack, frozen food, alat mandi, dll

Di lantai 2 ada area baju, celana, dan lainnya.

Di lantai 3 ada area alat tulis, kebutuhan rumah, dll.

Disini juga banyak promo, khususnya di hari jumat.",Diedit 2 tahun lalu
Willy Arfian,5,"Untuk barang keperluan sehari2 cukup lengkap,TDK susah u/mencari barang yg diperlukan...Krn karyawannya ramah2 tinggal tanya aja dmn letaknyA .",2 tahun lalu
baihaqiazka ekonomika,5,"Cari tempat belanja lengkap dan harga terjangkau bisa di Mirota kampus, banyak sekali barang nya. Hanya saja kadang ngantri ya di bagian kasir nya....ya wajar namanya juga supermarket",2 tahun lalu
Muharramiyati Putri,5,selalu ramai,2 tahun lalu
susi yaya,5,Sip kumpul cari cari perlengkapan semua serba ada,Diedit 2 tahun lalu
Rahmathunissa Darwis,5,"harga barang-barangnya memang lebih murah dibandingkan toko-toko lain, tpi antre kasirnya selalu panjang bangetttt",2 tahun lalu
Maulin nayla,5,"Toko kesukaan sejuta umat di Jogja sih ini, banyak promo terussss",2 tahun lalu
Santi. D Farisma,5,Lengkap dan harganya lebih murah dibanding grocery lain,2 tahun lalu
Riee Nury,4,Kesini beli sepatu bt anak. ,2 tahun lalu
Nur Oktaviani Widiastuti,5,"Lengkap, murah, sering banyak diskon. Alhamdulillah",2 tahun lalu
Ma Cherry,5,"Lengkap, murah, kadang antriannya panjang dan parkiran mobilnya g bisa muat buanyaaak",2 tahun lalu
Dita Novita,1,kasir kurang respect sama antrian saya udah antri lama tapi yang di duluin malah yang belanjaannya dikit yang nyrobot antriann paraahhhhhh,2 tahun lalu
Dea Amalia Alfa,5,"Tempatnya bersih, barang barangnya lengkap. Parkir untuk montor cuman 1000 harga barang juga lebih murah dari toko lain",2 tahun lalu
Nizza Syila,5,"Toko Mirota Kampus terdiri dari 3 lantai, lantai pertama kebutuhan harian, sembako dll, lantai 2 fashion, lantai 3 alat tulis dan mainan anak2. Barang kebutuhan di sini sangat lengkap, harganya juga terjangkau dan nyaman karena full AC.
Kalau lapar sehabis belanja di Mirota kampus, bisa makan dulu di Canteen yang masih satu manajemen dengan Mirota Kampus yang berlokasi di samping area parkir mobil. Jangan lupa mampir ya",Diedit 2 tahun lalu
Utari Rachma Siwi,5,"Toko kebutuhan harian, makanan, minuman, sayur-sayuran, alat mandi dan cuci, pakaian, kosmetik, alat tulis dan lain-lain. Harga terjangkau untuk mahasiswa dan pelajar.
Peralatan rumah tangga dan dapur ada di toko sebelah.",Diedit 2 tahun lalu
Nada Annata,5,My first option for monthly grocery shopping always.,2 tahun lalu
erlita nindya,4,semua kebutuhan sehari hari ada disini mantap,2 tahun lalu
sitra andayaningrum,5,"Walaupun ramenya ampun""an tapi kalau belanja suka di mirota kampus karena lengkap",2 tahun lalu
Novian Furqon,4,Tempat belanja yg lengkap dan selalu ramai,2 tahun lalu
Hasta Budiratna,4,lengkap snacknya termasuk traditional snack...bs buat oleh2..trus murah2.Recommended kl ke jogja mampir mirota kampus.O ya..visit juga youtube TADIRA LIFE ya,Diedit 2 tahun lalu
Biaggi Karendra,5,"barangnya lengkap, mulai dari sayur sampe kertas kado ada. tempatnya adem lokasinya strategis tapi ruame bgt apa lagi jam2 pulng kerja n weekend",2 tahun lalu
Muhammad Alfian,5,Cukup Lengkap,2 tahun lalu
Ardhyan Gah,5,"Okk and BTW I'm man not women,,",Diedit 2 tahun lalu
Indri Yudiandono,5,Sptnya sdh hrs perluasan area...,2 tahun lalu
anang atmojo,5,Klangenan,2 tahun lalu
intan Kurniasari,5,"Lengkap dan murah, recomended",2 tahun lalu
Dewi Zaenab,5,"Komplit barang"" nya tp sayang parkirnya kurang lebar",2 tahun lalu
Agung Jauhari,5,Wholesaler for family,Diedit 2 tahun lalu
Calvien RZ,4,Tempat belanja yg lengkap dan murah,2 tahun lalu
Sugiharto Ato,5,Produk lengkap.,2 tahun lalu
Regita Yuliandhani,5,BANYAK KENANGAN DISINI,2 tahun lalu
Wage Andhika,1,"disebelah barat ada tulisan parkir 1000
pas keluar mw bayar parkir malah diminta 2000 sama bapak2 yg gondrong di pos parkir",2 tahun lalu
Bima Saputra,5,"Jika cari laptop terlengkap dengan suasana nyaman dan petugas yang sangat informatif, ELS COMPUTER Jogja tempatnya 
Pelayanan Mbak Wiwin dan Haris sangat oke",2 tahun lalu
Samuel Wicaksana Jati,5,"Salah satu swalayan store yg cukup lengkap untuk mencari kebutuhan sehari hari, fashion, dan keperluan lainnya",2 tahun lalu
Tsana Febiska Alivy,4,Lengkap dan murah,2 tahun lalu
Ulya Alri Hanifa,5,Lengkap dan terjangkau,2 tahun lalu
dd heri,5,Komplit semua ada & murah,2 tahun lalu
Defa Wijaya,5,Lengkap,2 tahun lalu
Saka Kristiant,4,"Salah satu toserba legendaris di jogja, semua orang yang pernah menetap di jogja pasti pernah mengenal toko ini. Beberapa hari yang lalu berkunjung ke sini mumpung kebetulan ke jogja, dan suasana toko masih tetep ramai seperti dulu..",2 tahun lalu
Hanicin,5,"Antrian kasir selalu ramai, lengkap juga",2 tahun lalu
Ekha Zanib,5,Muaaah jooss..,2 tahun lalu
Tabita Putri,2,"Maaf ya aku kasih bintang 2 :( sebenarnya suka banget belanja disini, selain harganya murah, itemnya juga komplit.
Yang bikin ngga nyaman sebenernya bukan ramainya pembeli, tapi rame banget sales + karyawannya.

Buat management Mirota Kampus, kalau boleh saran, karyawan yang ngga ngapa-ngapain di area toko mending disediain tempat buat istirahat aja deh please :( 5 hari lalu kesini, ngerasain aisle-nya penuh bukan karena pembeli, TAPI KARYAWANNYA MENUHIN lorong-lorong antara rak-rak. Mau lewat atau milih produk ngga bisa. Pada asik banget ngobrolnya dah, aku udah bilang permisi juga tetep aja gamau minggir sebentar :(",2 tahun lalu
didit miharja,5,"tempat belanja bulanan fav, tempat nyaman murah, dan menyenangkan belanja disini  huhu,",2 tahun lalu
Agus Widarbo,5,Nginthil istri pertama,2 tahun lalu
puri lala,5,produk lengkap dan harga relatif murah,2 tahun lalu
Mama Dina,5,Ready roti tart pagi pagi untuk kejutan anak,2 tahun lalu
Rise Realita,5,"Udah semakin rapih,",2 tahun lalu
Nabila putri,5,rekomenddd bgtt buat anak kost belanja bulanann!!!,2 tahun lalu
dingin,5,"jogjaeseo johahaneun syopingmol, syupeomakesida.
hagsaengsangdaeyeoseo geureonji gagyeogdo ssago jongryudo manhda.",2 tahun lalu
Imro ah ikarini,5,"Murah2, barang lengkap bgt",2 tahun lalu
aisyah lukita,5,Banyak diskon dan barang sangat lengkap.. untuk barang pecah belah dan keperluan rumah tangga lain ada di gedung sebelah..,2 tahun lalu
Yohana Nugraheni,5,Murah dan lengkap,2 tahun lalu
hengki oktaviandi,5,Tempat yang baik untuk berbelanja,2 tahun lalu
Kumala Sari,5,Legend,2 tahun lalu
Icha Aliyah,5,"Selalu jadi tempat tujuan saat belanja bulanan, karyawannya ramah, harga barang2nya lebih terjangkau dari tempat lain dan ada undian berhadiah yg bikin makin semangat belanja. Semoga semakin baik kedepannya dan semakin banyak diskonannya hihihi.",2 tahun lalu
Ant Ndoko Takaco,5,Belanja terlengkap dijogja dengan harga murah,2 tahun lalu
Winasis Win,5,Komplit,2 tahun lalu
agustina dr,5,"Swalayan yg lengkap & murah. Di depan pintu masuk sebepah barat ada pukis legend yg enak  banget.  Selama tinggal di Jogja belum ada saingannya nih pukis. Manisnya pas dan rasanya yummi banget, apalagi dimakan saat hangat.",Diedit 2 tahun lalu
robert ferdinand,5,Great shop. Affordable price.,Diedit 2 tahun lalu
