nama_penulis,rating,teks_ulasan,waktu
Farizal Ismail,5,rame,4 tahun lalu
Wahyu Hidayat,4,Tempat nyaman utk belanja bulanan,4 tahun lalu
Rahmat Nugroho,5,Staff ramah,4 tahun lalu
rtfsr,5,"Nyaman berbelanja disini. Jangan lupa pakai masker ya. Oiya anak dibawah 5 tahun dilarang masuk, demi kebaikan bersama",4 tahun lalu
Sutan to,4,"Hamzah Sulaeman adalah seorang pengusaha, seniman, dan perancang busana yang tinggal di Kota Yogyakarta. Ia merupakan generasi kedua keluarga Grup Mirota yang memiliki pusat oleh-oleh, Hamzah Batik, tempat makan, dan sanggar tari. Sebagai seorang seniman khususnya di dunia akting dan tari, ia juga dikenal dengan nama Raminten.

Hamzah merupakan anak bungsu dari pendiri Grup Mirota, yaitu Hendro Sutikno (Tan Kiem Tik) dan Tini Yuniati (Nyoo Tien Nio). Keempat saudaranya adalah Yangky Iswanti, Siswanto, Ninik Wijayanti, dan Ariyanti.[1] Ia berkuliah di Universitas Gadjah Mada jurusan Biologi tetapi tidak sampai tuntas. Selanjutnya, Hamzah berkuliah di Universitas Sanata Dharma mengambil jurusan bahasa Inggris.

Setelah lulus dari Sanata Dharma, Hamzah bekerja sebagai pelayan di kapal pesiar pada tahun 1970. Selanjutnya, ia bekerja di Amerika Serikat selama tiga tahun sebelum akhirnya kembali ke Indonesia karena ayahnya sakit. Bersama saudara-saudaranya, Hamzah mengembangkan bisnis peninggalan orang tua mereka yang berupa Toko Mirota. Hamzah juga membuka butik yang ia beri nama Mirota Batik (kini Hamzah Batik) di Jalan Malioboro.",4 tahun lalu
Vira Amandha,5,Pusat perbelanjaan yg oke bgt. Biasa belanja bulanan disana krna lengkap,4 tahun lalu
Ferry Irawan,5,Ramai dan murah,4 tahun lalu
melania embun myesha,3,perlu ada renovasi penataan dan ukuran yg lebih besar karena selalu over capasity pengunjung dihari libur khususnya masih dlm masa pandemi,4 tahun lalu
36_Zaidanpurnama,5,Protokol kesehatan ketat  suka belanja disini juga murah-murah,4 tahun lalu
irfan santosa,1,Kurang ramah pelayannya yang cewewk bagian pembungkus kado,4 tahun lalu
destianto putro,5,"pelayanan oke, lengkap",4 tahun lalu
Citra Dewi,5,Langganan bgt dsni. Parkir skrg lbh luas. Dibelakang toko. T4 nyaman. Protokol covid djlnkan. Karyawan ramah. Harga lbh murah dr cabang lain. Lengkap.,4 tahun lalu
Erica Evi,4,Lengkap& praktis utk belanja,4 tahun lalu
Ch Putra,5,"Always be the best option for groceries shopping!!! Mirota never change but that's the uniqueness. Mirota Godean now becomes more complete and provide a huge parking space. They improve alot and that's good. The problem only the intersection when entering mirota godean, it needs to be fixed. There's a bad traffic jam specially after office hour.",4 tahun lalu
ari yandha,5,"Lengkap, murah Dan layanan memuaskan",4 tahun lalu
Trian Trian,5,Deket rumah. Barang lengkap,Diedit 4 tahun lalu
Istidharto,4,"Pusat perbelanjaan kebutuhan harian yg cukup lengkap dgn harga yg bersaing... cukup padat pengunjung, terutama tanggal muda... harus ngantri panjang...",4 tahun lalu
Ardani Sunaryo,3,Lumayan,4 tahun lalu
Rizal Adi,5,Sip,4 tahun lalu
Reni Awan,5,"Barangnya lengkap sekali, kasirnya banyak jd gk antri banyak saat pembayaran",4 tahun lalu
Nuri Enta,5,Lengkap dekattt slalu blnja disini,4 tahun lalu
bagus wijanarko,5,syahdu klo shooping disini,4 tahun lalu
anieta saktie,5,"Tempat belanja keluarga .. dari baju kebutuhan sehari hari bahkan sayuran yang masih fresh .. cake ultah juga ada. Parkiran depan penuh, ambil parkiran yang dibelakang juga luas.",4 tahun lalu
saptya heryu,5,Nyaman dan komplit untuk berbelanja kebutuhan pokok.,4 tahun lalu
rahmilia putri,4,Murah dan lengkap,4 tahun lalu
Andrie Wiejaya,4,"Tempat belanja keluarga yang nyaman , lengkap dan dengan harga yg lebih murah dari tempat lain.",4 tahun lalu
Operasional MP,5,Selama PSBB Jogja tgl. 11 - 25 Januari 2021 Buka jam 10.00 dan tutup jam 20.00,4 tahun lalu
El Niko,4,"Lumayan murah,  hunting promo",4 tahun lalu
octarina marsha,5,Super lengkap dan sangat terjangkau,Diedit 4 tahun lalu
Siti Fitrokah,5,Ok,4 tahun lalu
Eko Wiyono,5,Tempat yg selalu ramai krn harga barangnya murah,4 tahun lalu
Mayang Sah Putri,5,Tempat favorit untuk belanja bulanan ,4 tahun lalu
Ogriv Age Tisa Ginting,5,"Murah juga, dan komplit..",4 tahun lalu
Ipoenk Purwanti,5,Selalu suka belanja di Mirota godean.always low prices,4 tahun lalu
Massoni,4,Bagus...,4 tahun lalu
Parangeni Muhammad Lubis,5,"Just mirota being mirota. Great place to shopping daily needs with price lower than most other market but will get too crowd (really, you can spend 45 minutes just for cashier line) at about 16:00 till about 19:30. Ohiya, this one have a comfortable parking lot",4 tahun lalu
Kurnia Tejaningrum,5,"Protokol kesehatan ketat. Pemeriksaan suhu, alkohol, masker harus selalu di lakukan. Harga masih murah dan banyak promo.",4 tahun lalu
Fathan Aliyu,5,Tempat bulanan,4 tahun lalu
Agung Kurniawan,5,Tempat belanja keluarga,4 tahun lalu
Ade Satrio,5,Cukup lengkap,4 tahun lalu
fajar tri,5,"Berbagai kebutuhan sehari"" komplit.",4 tahun lalu
Bima Surya Pratama,5,"Pelayanan oke, tempat luas. Worth it buat belanja bulanan.",4 tahun lalu
Laku Rindu,5,Harga murah dan layanan okee,4 tahun lalu
erli bandoro,5,"penuh, ramai, barang posisi sulit dicari. depan toko lalulintas padat.",4 tahun lalu
Nanda Ramadhani,4,Toko oleh2 paling lengkap. Kalo ke Malioboro pasti selalu mampir ke sini,4 tahun lalu
Agus way,5,"Pertama parkir lumayan luas, nyaman barang juga komplit harga lumayan bersaing, antrian pembayaran oke",4 tahun lalu
Yeyen Saputro,5,"Parkir luas letaknya di belakang. Harga bersaing dan apa aja ada,ada apa aja yang bener yang mana coba?",4 tahun lalu
Trian Hidayat,5,Rameeeee lengkap,Diedit 4 tahun lalu
Nur Budi Pamungkas,4,"Tempat belanja kebutuhan sehari-hari di jalan godean,sangat ramai di jam-jam tertentu,harga barangnya terjangkau..di musim pandemi spt ini protokol kesehatan sgt diperhatikan di tempat tsb",4 tahun lalu
Nasihin_,4,Bagus,4 tahun lalu
Anas tasia,5,Harga bersahabat,4 tahun lalu
Arlin Aryanto,2,Parah antrinya,4 tahun lalu
Dewa Anugrah,5,"Recomend deh , komplit ",4 tahun lalu
A. J. Nirwana,5,Great place for daily needs.,4 tahun lalu
Emy Kusparyati,5,Cheap and completw,4 tahun lalu
Peni Kasihaningati,5,Lengkap,4 tahun lalu
Hartanto,4,"Lengkap harga bersahabat , parkir luas di belakang",4 tahun lalu
Ninoek Ninoek,5,"Mirota mah dah langganan dari dulu ,dijaga kemurahannya ya biar semakin diminati konsumen",4 tahun lalu
hamindar noviannisa,5,"Lengkap, harga lebih murah, tempatnya luas",4 tahun lalu
Yunita Fitri Nugraheni_Banten Yuyun,5,Pegawainya ramah2.,Diedit 4 tahun lalu
Silvia Vivi,5,Oke buat belanja bulanan karena harga nya lebih murah dan lengkap juga,4 tahun lalu
R. Ade Rahmawanto,5,Mau berbelanja kebutuhan keluarga ada.,4 tahun lalu
Lani Oei,5,Tempat belanja telur termurah,4 tahun lalu
Puteri Rahardja,5,"Ramah ramah sekali pegawainya bahkan bapak parkirnya pun juga ramah,",4 tahun lalu
Mulyo Sugito,5,Pelayanan memuaskan,4 tahun lalu
Budi Sulistiyo,5,"Parkiran luas dan selalu bersih, sangat cocok jadi titik kumpul sepedaan pagi-pagi ",4 tahun lalu
Dwi Asih,5,Saking larisnya kalau belanja di sini wajib sabar ya gaes.. karna antriannya pasti kayak ular dan lama..,4 tahun lalu
Kurnia Noviningtias,5,"Selalu ramai, tapi belanja disini paling lengkap dan murah..",4 tahun lalu
anditya raka,5,Andalan belanja bulanan mahasiswa jogja,4 tahun lalu
Daryono SPd,5,Bsik,4 tahun lalu
A. S. N. Hakim (Hakim),2,Pengunjung Membludak di masa pandemi,4 tahun lalu
Mey Winda,5,Lengkap. Ada chatimenya. Kalau jumat banyak promo,4 tahun lalu
Iffah Mayasari,5,Rame banget!,4 tahun lalu
Patilaya,5,"Parkir luas, penataan barang okeh tidak umpel umpelan",4 tahun lalu
Ridwan widoyoko,5,Rumah belanja terpercaya. One stop shopping,4 tahun lalu
Dewi Anggoro,4,A place where you can buy groceries with reasonable prices,Diedit 4 tahun lalu
Lesuss Susanto,5,Bagus,4 tahun lalu
Rayhani Alifah Nurul A.,5,"Mirota terluas dan tempatnya nyaman, serba lengkap harga murah",4 tahun lalu
Mia As,5,Apa2 ada /pepak harga murah,4 tahun lalu
Cak Rizal,5,barang lengkap dan harga bersahabat,4 tahun lalu
AdiSP,5,Datang klo pas hari jum'at,4 tahun lalu
Ratih Wulandari,5,Tempat belanja satu untuk semua,4 tahun lalu
Falminda rt,5,"Mirota cabang Godean ini memang lebih luas dibandingkan cabang yang lain. Barang-barang yang tersedia pun tentunya juga lebih banyak dan juga beragam. Anda  dapat menemukan kebutuhan rumah tangga yang Anda inginkan di sini dengan harga yang terjangkau tentunya. Cukup banyak variasi diskon yang ada di sana jika Anda beruntung tentunya. Tak perlu merisaukan tempat kasir yang ada di sana  karena mereka menyediakan lebih banyak kassa sehingga Anda tak perlu menunggu antrian yang lama. Petugasnya pun sangat cekatan dalam melayani. Jangan khawatir dengan harga barang yang ada di sana karena mereka menjual harga yang relatig lebih murah dibandingkan supermarket lain. Tunggu apalagi segera belanjalah di Mirota, tempat belanja terpercaya! Semoga bermanfaat!",4 tahun lalu
marc yono,5,Belanja nyaman,4 tahun lalu
Heri Susanto,4,suasana yang menyenangkan untuk berbelanja komplit,4 tahun lalu
Wulan Firmana,5,Menyediakan berbagai macam alat dan bahan kebutyhan sehari-hari,4 tahun lalu
Andri Setyawan,5,"Lengkap menyediakan barang kebutuhan sehari-hari. Di saat pandemi seperti saat ini, tempat ini sangat ketat menerapkan protokol kesehatan.",4 tahun lalu
Veronica Asmarawardani,5,"Pilihan belanja bulanan yang menyediakan kebutuhan harian, busana plus jajanan anak-anak. Tempat parkirnya memadai",4 tahun lalu
Bayu Susena,5,"Lengkap kebutuhan sehari-hari. Parkir luas. Harga relatif murah.
Antrian kasir yang lumayan panjang ketika akhir pekan.
Sudah sesuai protokol kesehatan, cuci tangan wajib sebelum masuk. Cek suhu ketika masuk dan wajib bermasker. Walaupun ada oknum pelanggan yang masih melepas masker di dalam dan tidak ada teguran dari petugas Mirota.",4 tahun lalu
Trisna Endah Suharti,5,"Tempat parkir luas, pelayanan ramah",4 tahun lalu
Mey Manalu,5,"Beli kebutuhan sehari hari cocok di sini. Tapi kalau beli buah ga usah di sini ya,  masih lebih murah di toko sebelah ",Diedit 4 tahun lalu
Shinta Dewantari,5,"Tempat belanja keperluan sehari-hari yang sangat lengkap. Mulai dari peralatan dapur, aneka bahan makanan, camilan, alat makeup, pakaian, dan masih banyak lagi. Tempatnya sangat luas, tempat parkirnya juga luas dan biaya parkir murah. Ada ATM di sini dan juga chatime kalo pas nunggu kita haus",Diedit 4 tahun lalu
Putty Chusnaini,4,"Murah sih, tp sempit. Lebih suka di godean",4 tahun lalu
puspita uy,4,"Sebenarnya aku lebih suka belanja disini ga ribet daripada yg di simanjuntak, tapi ga ada kopi excelso yg 100gr",5 tahun lalu
winarso utomo,4,Lengkap,5 tahun lalu
Purwoko Riyadi,5,Hrga terjangkau selalu ramai,5 tahun lalu
Dian Kristiawan,5,tetap yang termurah...,5 tahun lalu
sulistyok hw,5,Tempat belanja kebutuhan rumah tangga yang lengkap.,5 tahun lalu
anan Story21,5,murah murah,5 tahun lalu
Indah Budiansyah,5,"Barangnya komplit, harga murah, ada kupon undian berhadiah juga.
Deket dengan rumah, jadi nggak usah jauh2 buat belanja. Protokol kesehatan juga baik. Kasir banyak jd tdk antri panjang",5 tahun lalu
Azmi,4,tempat belanja keluarga anda,5 tahun lalu
Pram Afriz,5,Rame sipp,5 tahun lalu
Dian Noor Sulistiyono,5,Recomended,5 tahun lalu
Richard Panggabean,5,Bersih,5 tahun lalu
nuzul amalia,5,"Lengkap, luas, parkir nyaman, andalan berbelanjaa",5 tahun lalu
Jamu Java,5,Murah meriah..,5 tahun lalu
Weychan Sibarani,4,"Tempat belanja apa aja ada sih di sini
Beli selimut di sini
Lumayan murah
Kalo awal bulan dan akhir bulan,rame banget
Thx",5 tahun lalu
Subiyati Dian,5,Kami tiap bulan belanja. Karena kebutuhan tiap hari murah meriah dan kasirnya pada ramah tamah luuurr ,5 tahun lalu
Samiran Patas,4,"Lmyan murah,bersih,rapi dan komplit belanja kebutuhan rmh tangga",5 tahun lalu
Brank Yudi,4,"Belanja relatif murah dan lengkap dan iming iming hadiah, jadi penasaran.  sayang sering berjubel tempatnya kurang luas dan toiletnya terbatas.",5 tahun lalu
Nieken Adjie,5,"Komplit, murah, tidak tingkat jadinya gak capek naik turun tangga kyk di mirota Simanjuntak.",5 tahun lalu
JAPRI Pisang Yogjakarta,5,Parkiran murah 1rb,5 tahun lalu
Erna Martiana,5,"Clean,good price, one stop shopping",Diedit 5 tahun lalu
Eko Wry,5,Lengkap kebutuhan keluarga,5 tahun lalu
Arif Herlambang Utama,4,T4nya nyaman,5 tahun lalu
Agus Setiawan,4,"Lengkap, harga oke.",5 tahun lalu
Donytra Wardhana,5,"Lengkap, terjangkau",5 tahun lalu
Annas Yuvianta,5,"Murah, lengkap. Andalan anak kos bgt.",5 tahun lalu
Gemma,4,antriannya panjang,5 tahun lalu
Nayna Sinulingga,5,Mirota Kampus paling luas lahan parkirnya ,5 tahun lalu
Samuel Wicaksana Jati,5,"Seperti mirota lainnya yang ada di  Jogja, namun lebih luas",5 tahun lalu
Fitri Arum Sari,5,first time hereee and i love it,5 tahun lalu
Alifa Noor,5,"Selalu paling suka belanja disini. Kayak lengkap gtu. Terkadang bingung mau beli apa gtu, akhirnya cuma muter2 pun udah suka. Ngeliat banyak barang hehehe. Akhirnya nyomot satu2 dan kebeli deh. Tempat favorit aku beli skincare sih.",5 tahun lalu
Masngudi Masngudi (Masngudi),5,Lengkap dan nyaman,5 tahun lalu
Indahsepty Rahmawati,5,"Gak diraguin lagi, tempat paling sering dikunjungi kalo belanja bulanan. Lengkap banget, semua ada gais. Yang mau dapat rumah gratis, ikut aja undian mirota",5 tahun lalu
Finika Ningrum,4,"Murah, tapi antrinya bikin pegel",5 tahun lalu
Eko Wahyu Setiawan,5,Awokawokawokawok,5 tahun lalu
Santi siska,4,trmpatnya luas dan mudah ditemukan,5 tahun lalu
Naufal Ariiq,5,Tempat belanja yang murah & luas tempatnya,5 tahun lalu
Arief Xondhe,4,Recomended buat belanja keluarga,Diedit 5 tahun lalu
Lioba Evita Anikusuma,5,"Good place for basic needs shopping, quite cheap",5 tahun lalu
Widodo Widodo,5,"Tempat belanja yang merakyat.
Apalagi di hari Jumat. Banyak discount",5 tahun lalu
Indri Rianjani,4,"Seneng si belanja disini udah langganan tapi sayang bgt kali ini, trlalu rame antri dikasir juga panjang bgt kalo bisa semua kasir dibuka supaya enggak ada antrian yg trlalu panjang seperti ini . Tolong ditingkatkan lagi ya kali ini agak kecewa",5 tahun lalu
Yan Ardi Priyantoko,5,Paling murah di jogja.. Plastii pun ramah lingkungan...,5 tahun lalu
noveza darhayati,5,"Terlengkap, antrinya olala ",5 tahun lalu
Endang Winahyu,4,Produk sangat lengkap,5 tahun lalu
Nur Widya,5,"Selain harga yg miring, barang lengkap, penerapan protokol covid 19 bagus",5 tahun lalu
zhian afifa,5,Tiap pas belanja bulanan..antriii bejibun..tp ok lah,Diedit 5 tahun lalu
Aprilia,2,Ngantri lama bgt,5 tahun lalu
Herman Kurniawan,5,Bagus murah,5 tahun lalu
N R,5,Suka diskon ,5 tahun lalu
Nanes Arinawati,4,"Kalau kesini pas tanggal muda bakal antri kasir panjang 

Tetap patuhi protokol kesehatan ya",5 tahun lalu
Nafi' Azmina,5,Murah meriah,5 tahun lalu
YAgung,5,Terlalu ramai,5 tahun lalu
Tony Bro,5,Tanggal muda pasti ramai antri kasir,5 tahun lalu
yusticia arif,4,Murah dan lengkap....,5 tahun lalu
Michael Permono,5,oke,5 tahun lalu
enolink,5,Langganan jajan chatime aja disini. Hahahahah,5 tahun lalu
Noor Cahyo,5,Tetap dijaga mutu barang & kwalitasnya jgn sampai harga mahal Krn byk bayar ppn,5 tahun lalu
Ardhi Kus,5,"Tempat luas dan harga bersaing, penataan barang juga bagus dan pas, dan banyak pilihan barangnya..",5 tahun lalu
arigalih81 sulaksono,5,"Blanja yg nyaman dimirota godean, lahan parkir luas.
Mau motor/mobil pasti muat.
Ongkos parkir juga murah, tdk membebani customer nya.
Yg sdikit kurang, antrian dikasir pasti mengular.",5 tahun lalu
Rahma Annisa Dewi,5,"Saya kesini sebelum pandemi, ramai tapi gak sesak gitu karena tmptnya juga luas kalo mau kesini sih enak nya pas jam setengah 11an gt jdi pas baru buka milih barangnya lebih leluasa dan antri kasir pun biasanya masi kosong. Untuk masalah harga sih murah2 apalagi kalo pas hari jumat biasanya banyak promo gitu cocok deh pokonya kalo buat belanja nya anak kos buat kulakan juga bisa. Mulai dari bahan makanan, alat tulis smpe baju juga ada. Lengkap bgt. Selamat belanja di mirota heyhey",5 tahun lalu
Jef Kenzie,4,Luas dan lengkap,5 tahun lalu
Gustaf Arafah,5,"Tempat wajib belanja Bulanan
Kalau kesini malem minggu siap2 aja antri ",5 tahun lalu
Erfa Kamelia,4,Kasirnya cepat banget mantep,5 tahun lalu
Ilham Nugraha,4,"Tempat belaja luas, harga kompetitif, lumanyan lengkap produknya.",5 tahun lalu
Nursita Rinni,5,Tempat belanja terluvv ,5 tahun lalu
riawan slamet,5,tempat nyaman harga murah,5 tahun lalu
harikt,5,Lengkap dan Murah,5 tahun lalu
Muhammad Faris Wafiq,5,Mirota tempat belanja bulanan. Kalau kesini pasti rame banget. Banyak promo dan harga lumayan bersaing,5 tahun lalu
gilang permana,5,Semua kebutuhan dan perlengkapan rumah tersedia,5 tahun lalu
Refti Indraswara,5,Selalu kesini utk belanja kebutuhan bulanan. Harganya pas bgt utk mahasiswi. Lengkap juga.,Diedit 5 tahun lalu
Almeera Zahra,5,murah banget,5 tahun lalu
Leny Kripsiawati,5,"Tempatnya legaaaaaa,, ga kaya cabang lainnyaaaa...",5 tahun lalu
devi martha,5,Best branch from another mirota kampus because lots variety stuff. Also you can find all variant yoforia yogurt. Friday is Discount day.,5 tahun lalu
Yosi Nifa Lailana,5,Saya suka belanja disini karena disini lengkap dan murah,5 tahun lalu
Abdurrahman Al Hanif,4,Yg ngga suka cuma pas antri bayar ke kasirnya . Selain itu mantab lah,5 tahun lalu
Tommy,5,ini nih tempat belanja paling murah di Yogya,5 tahun lalu
Annas Makruf Haifani,5,Murah,5 tahun lalu
Seflisa Ayunda,5,"Mirota godean emang mirota terbaik dari cabang2 mirota sih menurut aku. Soalnya mulai dari penempatan barang2, parkiran, kebersihan, akses jalan, mirota ini nomor satu kayanya. Thankyou! sukses terus yaa",5 tahun lalu
evan rulian,5,Enak tempatnya,5 tahun lalu
Agfianto Eko Putra,5,Tempat belanja lengkap dan relatif murah.. Mantab!,5 tahun lalu
Fauzan S,5,lengkap dan murah,5 tahun lalu
Dwi Nugrahainy Wibowo,3,Sebel.. beli magic com di sini ga dikasih kantong dgn alasan ga ada kantong yg muat..( ga dikasih tali pun).alhasil ditenteng sampe rumah.. ,5 tahun lalu
Avoka Laksana,4,"Murah, lengkap, dan antriiiiii ",5 tahun lalu
Shinta diana,4,Sangat komplit & harga terjangkau. Banyak promo2 menarik,5 tahun lalu
Dinda Gayatri,5,Lengkap dan murah,5 tahun lalu
Suherman Yacob,5,"lengkap,besar,murah n ramai",5 tahun lalu
Stef. Ferry,5,"Supermarket lokal, kualitas barang dan pelayanan Nasional.
Lumayan lebih murah dikit dari supermarket merk nasional",5 tahun lalu
Dinar Putri Kinasih,5,Muraaahhh,5 tahun lalu
vinsensius kuswijayanto,5,"Sangat dianjurkan untuk berhemat bila belanja kebutuhan sehari-hari seperti mie instan, harganya lumayan murah bila dibandingkan dengan supermarket lain, bahkan bisa lebih murah daripada beli di pasar biasa. Kalau untuk produk yang lain seperti produk elektronik lumayan agak mahal bila dibandingkan dengan toko yang lain",5 tahun lalu
dr. yunie,5,Tempat belanja paporit iniiii dah gak diragukan lagiii,Diedit 5 tahun lalu
M. Agung Gumelar,5,Sangat lengkap dan muraaahhh,5 tahun lalu
Bagas Angkasa,4,"Tempatnya nyaman dan murah, dulu sering belanja bulanan disini. Tapi sayangnya antriannya panjang parah banget, bahkan di masa covid makin makin panjang",5 tahun lalu
Emmy KurniaRatri,5,Tempat belanja kebutuhan keluarga,5 tahun lalu
Muchsin Jogja,5,"Barangnya lengkap harga bersaing dan sering ada diskon2 yang menarik, parkirnya murah lagi",5 tahun lalu
Sumar Yanto,5,Nyaman & murah2 jg dagangan nya lur,5 tahun lalu
Bambang Praswanto.,4,"Nyaman dan ramai pembelanja.
Direkom.",5 tahun lalu
Liu Irene,5,Lengkap dengan harga terjangkau,5 tahun lalu
Andi Wahyu Kristianto,5,"Harga bersahabat, pelayanan ramah, antrian di kasir tidak terlalu panjang",5 tahun lalu
Benny Wijanarko,4,Oke,5 tahun lalu
Primanda Fauzi Pamungkas,5,lengkap untuk kebutuhan rumah tangga,5 tahun lalu
Ayu Melani,5,"Tempat belanja, harga murah,  dan banyak diskon",5 tahun lalu
Nursyani Ekapermana Putri,5,Suka belanja disini karena tempatnya lumayan luas dan yang penting harganya murah2,5 tahun lalu
Widiya Nur mahmudah,5,Swalayan legend dari jaman semester 1 sampe lulus :v,5 tahun lalu
rif'atul maslakah,4,surganya belanja tiap jum'at ,5 tahun lalu
Herlambang Bangkit Kuncoro,2,Tidak komplit,5 tahun lalu
Widuri Listiana,5,Mirota selalu banyak diskon dan undian. Tempatnya luas dan lebih lega buat belanja,Diedit 5 tahun lalu
din sa,3,"Kalau ada yg butuh cari peralatan rumah tangga, bisa ke sini, tpi menurutku ada barangnya cuma agak kurang lengkap untuk pilihannya, akan tetapi lingkungan cukup nyaman buat blanja",5 tahun lalu
Endra,5,"ada perlengkapan rumah, kantor, sekolah. tempat parkir luas",5 tahun lalu
Radithya B,4,lumayan lengkap dan luas,5 tahun lalu
Aan Yudha,5,Tempat belanja murah,Diedit 5 tahun lalu
angga p,5,Murah lengkap,5 tahun lalu
Esti Prasti,5,"Perlengkapan rumah tangga lengkap, bahkan bahan makanan, selalu ramai pengunjung, harga lumayan terjangkau",5 tahun lalu
akhmad fatoni,4,Lengkap dan nyaman,5 tahun lalu
septean safitri,5,Nyaaaman,5 tahun lalu
Y M,4,barang2nya cukup lengkap dan murah tetapi antriannya panjang,5 tahun lalu
Tito Arianto,5,"Tempat favorit untuk belanja kebutuhan sehari hari, mulai perabot atau pun bahan makanan. Ramai sekali kalau tanggal muda atau tanggal2 abis gajian",5 tahun lalu
JOG01_FAUZI,5,Murah lengkappop,5 tahun lalu
Aptandaru Bima P,4,"tempat favorit sy belanja, relatif murah",5 tahun lalu
Saras Jatmiko,5,Friendly staffs. All kinds of things can be found here. Cheap price too.,5 tahun lalu
Riski Meisa Putri,5,Tempat belanja ibu,5 tahun lalu
ans sidiq,5,ayooo ke. Mirota aja....,5 tahun lalu
helmi ainun,5,Kasir ditambah sekarang antriannya ga terlalu parah,5 tahun lalu
Ardhianevi Hadvita,5,"Joss
Harga lebih murah dari toko manapun",5 tahun lalu
heru dumadi,5,Tempat belanja luas dan murah berhadiah rumah.,5 tahun lalu
Waktu,5,Murah,5 tahun lalu
feel go,5,Komplitt,Diedit 5 tahun lalu
filvia mariska,5,Luas,5 tahun lalu
Choirudin Emcha,1,"Covid lewat, antrian kasir penuh, yg diluar tetap masuk meski ada jeda",5 tahun lalu
Adies Prasetya (Adies),4,Supermarket yang bisa anda bandingkan harganya dengan yg lainnya,5 tahun lalu
Mugi Yanto,5,Mantap,5 tahun lalu
Azza Prasetiyani S,5,"swalayan sejuta umat,palagi untuk mahasiswa ini rekomen banget, barang lengkap, murah abis, tiap hari rame pol, tempat luas banget dong, kasir banyak, baju, bumbu, alat dapur, perabot rumah, make up, bahan pokok, obat, sayur buah, alat sekolah, barang traveling, jajan cemilan banyak deh ... aku kesini tiap Minggu wkwk tunggu aku datang lagi mirota kampus....",5 tahun lalu
Joko Sulistyanto,3,Nunggunya lumayan lama,5 tahun lalu
puspita rahayu,4,"Swalayan murah di jogja, tpi agak memyebalkan untuk bagian sabun kadang suka berantakan",5 tahun lalu
Rilianie Rhouzanna,5,Tempatnya luas dan nyaman. Jenis barangnya lengkap dan harga murah serta banyak diskon,5 tahun lalu
"Ryan ""rafa"" Adi Fitrianto",5,tempat belanja yang murah komplit sahabat mahasiswa pokoknya ga boleh klewat ke mirota kampus dong,5 tahun lalu
Hana Rafifah,5,"Tiap beli kebutuhan kos selalu disini karna harganya murah, tempatnya nyaman, ada ATM, parkirnya luas",5 tahun lalu
Septa Anang,4,"Harga terjangkau, tempat sangat strategis",5 tahun lalu
Ken Prasasti,5,Lebih besar dan lebih lengkap dari mirota babarsari,5 tahun lalu
Mulia Arron,5,"Most fav grocery store, various options for our daily needs at a cheaper price compared to other store. Spacious store and many cashiers for faster check out process.",5 tahun lalu
Aminah Nurhayati,5,Tempat belanja yang lengkap ,5 tahun lalu
Brillian (Horta),4,belanja lengkap dan murah,5 tahun lalu
Tri Joko P Sudarmo,5,"Nyaman belanja bulanan disini nemenin istri, ga perlu naik trun tangga. Jadi lebih gak capek",5 tahun lalu
Home Buddy,4,"Tempat belanja langganan, harga terjangkau, produk lengkap. Tapi lorongnya sempit, harus berdesakan dengan pengunjung lain. Akan lebih baik dan nyaman kalo lorongnya diperluas.",5 tahun lalu
Agatha Astri,5,"Tempat berbelanja favorit.. harga lebih murah dibanding tempat lain, kalau hari jumat pembelinya berjubel.. banyak promo soalnya.wkwkwk",Diedit 5 tahun lalu
Sugiartono Giarto,4,"Lengkap belanja keperluan dapur, tempat tunggu harusnya disediakan",5 tahun lalu
Vallentina,5,Cekatan,5 tahun lalu
seesol,5,Lengkap murah parkir luas,5 tahun lalu
Krishna Bratta,5,Complete Item and more cheap price than other market.,5 tahun lalu
Yos Wahyu,5,Lengkap dan relatif murah,5 tahun lalu
Noor R Baskoro,5,Tempat langganan belanja dengan promo sitimiwirnya. G peduli awal bulan ato akhir bulan tetep berasa murah belanja disini,5 tahun lalu
Sunandar Dwi,4,Ramai sekali antriannya,5 tahun lalu
Edo Putra,5,Tempat favorite berbelanja,5 tahun lalu
Supriyadi Yos Setiobudhi,4,Nyaman dan lengkap berbelanja..,5 tahun lalu
2uuk qjo133,5,"Barang"" lengkap kasir banyak berderet deret pelayanan cepat .Parkir mobil motor luas di belakang",5 tahun lalu
Gita Larasati,5,"Parkir luas dan baranf lengkap semuanya. Pelayanan cukup bagus karena kartu debit saya pernah bermasalah di sini tapi ditangani dengan baik.
Tempatnya bersih dan nyaman sekali untuk berbelanja.",5 tahun lalu
eri,5,Selalu ramai,5 tahun lalu
stefvina lucky,5,"Bagus, rapi, murah",5 tahun lalu
anita budiarti,1,"tadi saya belanja di mirota godean saa beli sabun detol dpt vocer 2.500 kenapa sama kasir tdk dipotong ya
terus beli kecap manis indofood tertera dpt indomi goreng  tp kok kasir diam saja tdk memberitahu hadiah diambil dimana",5 tahun lalu
Lisa Ratna Wijaya,5,Lengkappp spot fav dan spot yg ga pernah sepi yaitu skinker wkwk bcs of lengkap ya,Diedit 5 tahun lalu
Ressyanti,5,Sekarang tersedia outlite chatime,5 tahun lalu
Akbar Sabil,4,Nice,5 tahun lalu
